"","Gr.1.Mean","Gr.0.Mean","Gr.1.SD","Gr.0.SD","Gr.1.Skew","Gr.0.Skew","Gr.1.Kurtosis","Gr.0.Kurtosis","Gr.1.N","Gr.0.N","Pooled.SD","SMD.ES","A_GMTHIMP","CG_GENDER_R","CR_RACE_B","CR_RACE_W","CR_RACE_H","CR_RACE_O","CA_GAge","CSES_MOTHEMP","CSES_FATHEMP","CSES_MOTHED","CSES_FATHED","BS_GSCIIMP","CHL_HM208_R","DAL_Persist","DSE_SelfEsteem","DLC_Control","DFS_FeelSchool","DEXP_SEDEX10","EEXP_HK76","EPAL_PCOPH10","EPEL_KMHSCPH10","A_GMTHIMP_1","U.TX_1","Y.R2_1","A_GMTHIMP_2","CG_GENDER_R_2","CR_RACE_W_2","CR_RACE_H_2","CR_RACE_O_2","CA_GAge_2","CSES_MOTHEMP_2","CSES_FATHEMP_2","CSES_MOTHED_2","CSES_FATHED_2","U.TX_2","Y.R2_2","A_GMTHIMP_3","CG_GENDER_R_3","CR_RACE_W_3","CR_RACE_H_3","CR_RACE_O_3","CA_GAge_3","CSES_MOTHEMP_3","CSES_FATHEMP_3","CSES_MOTHED_3","CSES_FATHED_3","BS_GSCIIMP_3","U.TX_3","Y.R2_3","A_GMTHIMP_4","CG_GENDER_R_4","CR_RACE_W_4","CR_RACE_H_4","CR_RACE_O_4","CA_GAge_4","CSES_MOTHEMP_4","CSES_FATHEMP_4","CSES_MOTHED_4","CSES_FATHED_4","BS_GSCIIMP_4","CHL_HM208_R_4","DAL_Persist_4","DSE_SelfEsteem_4","DLC_Control_4","DFS_FeelSchool_4","DEXP_SEDEX10_4","U.TX_4","Y.R2_4","A_GMTHIMP_5","CG_GENDER_R_5","CR_RACE_W_5","CR_RACE_H_5","CR_RACE_O_5","CA_GAge_5","CSES_MOTHEMP_5","CSES_FATHEMP_5","CSES_MOTHED_5","CSES_FATHED_5","BS_GSCIIMP_5","CHL_HM208_R_5","DAL_Persist_5","DSE_SelfEsteem_5","DLC_Control_5","DFS_FeelSchool_5","DEXP_SEDEX10_5","EEXP_HK76_5","EPAL_PCOPH10_5","EPEL_KMHSCPH10_5","U.TX_5","Y.R2_5","Adj.ES_1","Adj.ES_2","Adj.ES_3","Adj.ES_4","Adj.ES_5","ES.Diff_1","ES.Diff_2","ES.Diff_3","ES.Diff_4","ES.Diff_5"
"ES.10_76",66.69744,65.64432,12.9614376818299,13.390912276645,-0.242841378968261,-0.405206710254892,-0.362391743126655,-0.0877143882746418,500,500,13.1779246920894,0.0799154665553813,1.00415445676333,1.3454715217592,0.941037735849101,0.841772151925983,0.859211584907072,1.03251398101183,0.956859761491478,0.577417347776621,0.999999999999826,1.01004535546874,0.984691948830862,1.00374402182953,1.21551724104308,0.831502167955284,0.949751263880378,1.29530780631664,1.20874909902198,1.08410334925859,1.00463566797767,1.00025209230201,0.996663307687241,0.910175723579966,0.409763488777568,0.829421005043936,0.898490508631037,-0.00278664754972742,0.00615489083207941,-0.0319873318758761,0.0053677236638411,0.0401626757367717,0.0241583782814668,0.0153194236819164,0.0046474566766619,0.0442046107229401,0.494556306591918,0.834028651069107,0.809576745258605,0.00684052456132179,-0.00928902679920358,-0.0359421026044304,0.00805046554402124,0.0388886803736875,0.020933131183851,0.0149245842121061,-0.00432815428069714,0.0446180517937798,0.123742320920351,0.451406247597958,0.83987714497215,0.780944897053995,-0.00322039184413541,0.00259905539454347,-0.0328012536457679,0.00229958667704456,0.042883962845492,0.0208015851842149,0.0150358981859723,-0.0182714269339195,0.034559349766141,0.11829539605564,0.0338122681624605,0.0222088506867374,-0.0203279074781174,0.00836200350754485,-0.00159833141381753,0.0735190884927646,0.395682317541676,0.845335618484853,0.78245380594883,-0.00436881480139636,-0.000806366247879769,-0.0368012439047469,0.00225608892850734,0.0483429676419573,0.0228694196271975,0.0168110349171182,-0.0172811476257596,0.0346166625258206,0.113989491816607,0.0335012299798868,0.023444341585307,-0.0184236241075608,0.0100485041556375,-0.00296570048475692,0.0600865369853756,0.0421502690359058,-0.0368018412289123,0.00898784231949318,0.420110907053929,0.846467629988355,0.0310946904275105,0.0375291495548456,0.0342547296441094,0.0300261480306683,0.0318798989120128,0.0488207761278708,0.0423863170005356,0.0456607369112718,0.049889318524713,0.0480355676433684
"ES.10_77",66.68916,65.11118,13.0567693303164,13.269162571855,-0.0572806190975913,-0.381240648509735,-0.440444674220915,-0.178862756678228,500,500,13.1633943324548,0.119876375359312,1.00748012790782,0.893887945670768,0.78225525548494,1.25388074836688,0.812734082621825,0.739976081487897,0.9909669421514,0.74696356725326,4.02419023128406,1.06888462954332,0.977203222258429,1.01044570376968,0.906885795429834,0.838653502205696,0.842201530286384,1.25103407229147,1.1248633416259,1.01425196074525,1.01466606951901,0.946581717555462,1.0244764034262,0.908948079020323,0.416795096536742,0.827831186186756,0.895065418185908,0.00647037683137658,0.0239472863237165,-0.0155242499443737,0.0138552873123537,0.01146464474632,0.0118490575257549,0.0168966398899788,0.00994291870928894,0.0158971808468342,0.401771583470482,0.82985555837067,0.793324299295692,0.0179847848150155,0.0120265934494872,-0.01519020988376,0.0169208816951846,0.0116526256466331,0.00978043750583968,0.0182074498296162,-0.000232971705542705,0.0169934101107514,0.142334476211709,0.356316368691631,0.83817053625953,0.761690355949231,0.0116864633049797,0.0251297073138771,-0.0102887754069484,0.0114111437814367,0.0128579805584773,0.00379341241361907,0.0184224637538339,-0.00920991540408624,0.00569302558522354,0.130036771372425,0.0157165642037093,-0.0163573745575823,-0.00304717717213967,0.0156191403250933,-0.0288680021839769,0.075204440669429,0.349922535323357,0.8430756032456,0.762110415087361,0.0095555520361997,0.0232539974157331,-0.0138909873281806,0.0111016379819923,0.0183669339644985,0.00604606716650928,0.0200055581510515,-0.00912141250656309,0.0079014146751167,0.125928126208378,0.0151291234856857,-0.0147545672900438,-0.00245933077967932,0.0142715153535793,-0.0285561022564433,0.0526815748568411,0.0486175449983381,-0.0296987486623982,0.00843331889821936,0.328392321004496,0.844170139820636,0.0316631930951972,0.0305218831346486,0.0270687301232874,0.0265830018068068,0.0249473891543941,0.088213182264115,0.0893544922246637,0.0928076452360248,0.0932933735525055,0.0949289862049182
"ES.10_78",66.81658,65.79202,12.8902608877831,13.0587470865524,-0.151628291939351,-0.305062377638449,-0.420861910138938,-0.275029277695562,500,500,12.9747774783549,0.0789655161107174,1.00460311679116,1.12755102040788,0.891975308645345,1.25083612020611,0.750214104270994,0.533018349631937,1.00615396677065,1.25252525115216,1.27561193280782e-06,1.02199856762073,0.955028735660825,0.998036973421697,0.846059113374326,0.942188514636853,1.07359712976914,0.979980667495806,0.894044813189172,0.983923283463927,0.986659607615975,1.00255003878844,1.00006817465768,0.91278370978107,0.315040024567292,0.833985746822893,0.901894208239886,-0.0179001315302532,0.0295876813567862,0.00679362767153982,0.0073928127042722,0.0269012621668907,0.0331763926454648,0.0157796496204664,0.00288772787317882,0.0263271709343808,0.34881808671878,0.837108191012818,0.80075231674243,-0.00844294061731258,0.0192952275691893,0.00411187318049724,0.00952157294623625,0.0278839371876433,0.0275252500682579,0.0150152167324741,0.00207915551244731,0.0233635485941156,0.134752842865467,0.469943559515369,0.84406677431978,0.787708373621733,-0.0113426221558137,0.0184326884261023,0.00121287757233805,0.00414253831607687,0.0289492431293054,0.0264520442977233,0.0148364668575544,-0.00790222598264984,0.0110403390018516,0.129133893275493,0.0262972668236013,0.0248600750531091,-0.0255197454539435,0.00563934606877052,-0.0303000337108245,0.0501127794111983,0.490498006548277,0.847721578355111,0.786461908147383,-0.015156283142796,0.0174951655295369,-0.000873051784472818,0.00398054276246608,0.0427191447183808,0.0298290369141417,0.0214852331587097,-0.00942263598962015,0.0103945776816916,0.123710238864522,0.0259880972105291,0.0239959198534327,-0.0255143015335451,0.00581344588932128,-0.0276348093181119,0.0209321229482529,0.057205324292926,-0.0106530324098917,-0.0135775845987362,0.505644279162987,0.849120436794495,0.0242809578116354,0.0268843213150047,0.0362197779730211,0.0378039629093098,0.0389713257130248,0.0546845582990821,0.0520811947957127,0.0427457381376963,0.0411615532014076,0.0399941903976927
"ES.10_79",67.00666,65.68464,12.8425398697068,13.3353161260904,-0.137534540821671,-0.318607308644582,-0.516932442176535,-0.0976348366020949,500,500,13.0912468177744,0.100985033618421,1.00478933789196,0.923106497500969,0.721572561788359,1.2199413488789,0.934929724102158,0.818016378805609,1.01880735480239,1.7606484335266,0.597585645751428,1.04057837562697,0.947680741790289,1.00917125779616,0.943284936479187,0.99418918292377,1.07125647468362,1.11764984370201,0.939409561883618,0.999875723936319,0.984623745367757,1.12262287349043,1.00983052101186,0.901089098527348,0.595983456128136,0.81374113545663,0.891972668675152,-0.0147688279588876,0.028953678563822,-0.0308906511938093,0.0287737525481234,0.0532614135789427,0.0358891051058062,0.0148182727553456,-0.00446393003242442,0.0172406300961985,0.540980272012123,0.818953840049707,0.776305991483139,-0.00507281959821731,0.0140841495000644,-0.0335067830559012,0.0287174570521822,0.046565076571108,0.0306077197994877,0.0100563865334193,-0.0149703212387295,0.0163216536239359,0.158094048681412,0.463012646174104,0.828770829318647,0.742421207212209,-0.00772955038165915,0.0280158372679073,-0.027642108837579,0.0204016325710612,0.0487748954371597,0.0311936520520057,0.00566220496347154,-0.0153465613268931,-0.00933099407463609,0.127291430792509,0.0284147888292593,-0.0109974575506059,-0.00296779439620445,0.0500381503772475,-0.052810383455096,0.0900053189824641,0.414582862626433,0.838233671566465,0.740271411074772,-0.0105406115754069,0.0245563889150864,-0.0324219858325892,0.0223889653051124,0.0589154254480479,0.0346915164840087,0.008948287378456,-0.0170828220065784,-0.0104956887479364,0.12603845565845,0.0256145618379646,-0.00716817820355754,-0.00183573291623686,0.0486192417048501,-0.0533508336064704,0.0621850236737222,0.057252683731882,-0.0271465794519197,0.0152181442069846,0.468601617051099,0.839524566362879,0.0455253395206751,0.0413238157940478,0.0353681091357515,0.0316687072207317,0.0357950333970378,0.0554596940977461,0.0596612178243734,0.0656169244826696,0.0693163263976895,0.0651900002213834
"ES.10_80",66.65494,65.78586,13.3627613230482,12.5585942541225,-0.142571010177642,-0.269896069844283,-0.29490000655448,-0.464825782544686,500,500,12.9669132760351,0.0670228898350227,1.00415905005894,1.02429543245869,1.0337826424783,0.843713370340635,0.798759014299072,0.96934396076027,0.965854690057742,0.873225152158095,1.67340030188066,1.00171168212669,1.04147664097898,1.0021985163325,0.972885032537959,0.950937888441561,1.07849116440406,0.938364763379204,0.89467884327478,1.01943741321186,1.02587988218861,0.97360859297464,0.93424409930638,0.895260743153283,0.256472713804681,0.802057315086809,0.883724222273068,-0.0386639473641281,0.0149935185156535,0.0021729064403009,0.00792208795169732,0.0146470385922237,0.0323480937371667,0.00314508447013295,-0.00808326392254465,0.0290599837329804,0.293605785283264,0.805413345943659,0.789036684917038,-0.0261268757592595,0.00250737359741564,-0.000288417791746113,0.0112651856910238,0.013682241329803,0.0318272048100224,0.00181729100091584,-0.0158668368484534,0.027711206841128,0.129695773591706,0.30303875554317,0.811732581573012,0.76659393124678,-0.0308543909558358,0.0132234005968609,0.00538997058851416,0.00420777041383299,0.0136611470057766,0.0318401897684377,-0.00333485145004241,-0.0216001498105249,0.018579100637874,0.120268428024526,0.0293428847443969,-0.00384237204837401,-0.015744892911887,0.0169320505994015,-0.0145516013352742,0.0468083154064626,0.335838488168736,0.814613000663649,0.765010679390375,-0.0323841943909921,0.0138485884134165,0.00450585738584689,0.00543054898162453,0.0195568580253333,0.0304603476548619,-0.00218986812176397,-0.0222986170393085,0.0176425734947863,0.114963918307562,0.02849624193759,-0.00625312962938958,-0.0151956208912435,0.0164858303130473,-0.0153141861359628,0.0244336823052471,0.0417658417831059,-0.00535296896463922,-0.0132451556581039,0.314349306770366,0.815428841458491,0.0197790104973311,0.0226426890527519,0.0233701536435223,0.0258996478976548,0.0242424160691606,0.0472438793376916,0.0443802007822708,0.0436527361915005,0.0411232419373679,0.0427804737658621
"ES.10_81",66.60748,65.59184,12.7319625112697,13.3523055665411,-0.181894025217218,-0.357297932675325,-0.459967628850111,-0.228751498846065,500,500,13.0458218087375,0.0778517455542568,1.00767125661265,0.915721728470756,1.06628003313995,1.0552437353604,0.924924924925224,1.10080645161068,0.97375627114697,0.567972561107341,0.999999999999433,1.06237042325093,1.01426052928105,1.01343748292907,0.949333738663447,0.939579765135099,0.895572214800525,1.05777095315702,0.94673964455402,1.07672146587021,1.05167826202139,1.02207020929164,1.02126806093535,0.891995284661262,-0.152890996899334,0.795164819833073,0.87375826449495,-0.0213379629933909,0.0439303242179461,0.0115847900097945,0.0221176748457948,0.0222591288697312,0.008016580487378,-0.0055041628909015,0.0150717400433768,0.0325579216080865,-0.153830534835924,0.79948007351983,0.741614187653213,-0.012669345298436,0.028180013436455,0.00753904743270101,0.0216394937390186,0.0202384930214483,0.000443805362397835,-0.00920556140943268,0.00637446053518382,0.0326474223939869,0.182446312424555,-0.310368482490531,0.813263019366446,0.712829123160823,-0.0149377266901813,0.0400804471549412,0.0138834317381994,0.0154004561273682,0.0262844621545525,-0.00140715885783514,-0.00752092377057837,-0.00712346677733409,0.0164049360904272,0.163841801181691,0.0236412823814596,0.0094050145057982,-0.0339822844869093,0.00587508789088733,-0.0341644298626971,0.0987223533722478,-0.391598670938683,0.822065351742969,0.7097262134078,-0.0176650257170996,0.0411907605088603,0.0115961877301074,0.0153360244718729,0.0368580679214145,-2.34350672146682e-05,-0.00503132285652352,-0.00908654807579289,0.0150017356929347,0.161368818529856,0.0226302453940627,0.00985986944704122,-0.0315047377962137,0.0055015676185556,-0.0320337501368942,0.0700830742744175,0.044651841985723,0.00396343460453144,-0.00309167495215454,-0.37701753252591,0.822950901342113,-0.0117195374228502,-0.0117915557249828,-0.023790642478549,-0.0300171715266269,-0.0288994850652797,0.089571282977107,0.0896433012792395,0.101642388032806,0.107868917080884,0.106751230619537
"ES.10_82",66.82058,64.69856,13.3916548305952,13.1417817506441,-0.233291310327262,-0.231746372263218,-0.252916436010139,-0.268143167339776,500,500,13.267306559422,0.159943541705005,1.01057098369323,1.03254413798714,0.754349461012131,1.35383021029487,0.787464256010522,0.972249972249975,0.98878038104396,1.81466307207236,2.5151515151472,1.0872271118284,1.0713030484036,1.0088636169564,0.999999999999981,0.849817222207247,0.801235517633119,1.15338495024138,0.985055039263039,1.03671146217933,1.07958313743641,1.13248749028066,0.971506410089035,0.903749661848313,0.459573843391183,0.819222854059052,0.88962056293063,-0.0247373416781784,0.0350461297322626,0.0138476116535707,0.016845688832361,0.0631313645655749,0.0521395292890651,-0.0100720628072263,0.0265316413970909,0.0243643668695853,0.373098083330363,0.826346852911185,0.81357276939765,-0.0131740744833829,0.0279923047437927,0.016724133942942,0.0186265587047327,0.0605594102120414,0.0476826186093121,-0.0109942066388133,0.0184046229692704,0.0228849117395325,0.107292878393283,0.404678046797745,0.831053785116438,0.791824095905429,-0.0208089279129752,0.0376009375147537,0.0200415096821909,0.0121403231979972,0.0643688809352181,0.0475478217091284,-0.011183503325641,0.0103925766607413,0.00822017447121875,0.0891459375316779,0.0224969796710712,0.00725790921547118,-0.0108767669926037,0.0403441314324852,-0.00222039602830688,0.051534889223342,0.391382432494823,0.835199760749469,0.789227372035373,-0.021025590893146,0.0385167814087201,0.0175759959029499,0.0130234148341593,0.0768904706580346,0.0525418133935448,-0.00914721382665185,0.00802883027601917,0.00573849983323858,0.0820092579658753,0.021015649421911,0.00716757282539332,-0.0109053412576359,0.0411898032937563,-0.00587846482785631,0.0178556932138804,0.0597832719532239,-0.0109626465230996,0.00831332762970914,0.359933869193736,0.836400086924753,0.0346395737019288,0.0281216147120231,0.0305018991598076,0.0294997655132099,0.0271293851228697,0.125303968003076,0.131821926992982,0.129441642545197,0.130443776191795,0.132814156582135
"ES.10_83",66.92838,65.55208,13.8166430229795,13.1095263008725,-0.238609873499411,-0.361366137365852,-0.290283784521724,-0.412191738872775,500,500,13.4677263162294,0.102192453847349,1.00733588254549,1.08331111703544,0.729119642038104,1.33091544311179,1.06482281763172,0.824561403736879,0.991334012947238,4.56415423421095,3.01206205705553,1.11243135581576,1.15846948532446,1.01656192780003,1.27173912904048,0.966258784540096,0.932805471605644,1.10969499353199,1.03570769514044,1.06679615965929,1.07065468765294,0.951308134074334,1.05512122231796,0.90059765157725,0.21152293313211,0.811816521730952,0.885541917447038,-0.00161188645013223,0.0267893741963313,-0.0069873254652367,0.0293197700525021,0.0118995928532775,0.0234877949578428,0.0212272554261756,0.0153990171434773,0.00949570561638014,0.106363151213768,0.815036964621954,0.798305040404457,0.00817381985610116,0.0127832119778414,-0.00777121636872926,0.029123873780231,0.0106420089492117,0.0233994423840217,0.0211774685480838,0.00740377181346063,0.0114120794577705,0.122220595992333,-0.0463704335674908,0.821142305023967,0.767438174237734,-0.0018184231743423,0.0247671926362311,0.00145779552190641,0.0172875632084213,0.015842232883656,0.01930018342577,0.0232948041102671,-0.00400298269770136,-0.00931175969774121,0.107854546382108,0.029127076400124,-0.00488806904237581,-0.0107859960969654,0.00827487091063074,-0.015667433648864,0.091871137820557,-0.0666107752209225,0.827993147192577,0.766735666011421,-0.00261229445219574,0.0237912096692822,0.00107815661754989,0.0173204691917258,0.0189834420036102,0.0206737564214043,0.0243800911101306,-0.0038831757606906,-0.00876767246334324,0.107055571202784,0.0286642879429782,-0.00521537845215755,-0.010553924305565,0.00877379231810528,-0.0152307636969637,0.0856561864722604,0.0161234460745439,-0.0110379849280398,-0.00329541172130329,-0.0843859160139674,0.82813182257924,0.0157059126511364,0.00789763236319958,-0.00344307810232316,-0.00494595551296975,-0.00626578785702509,0.0864865411962126,0.0942948214841495,0.105635531949672,0.107138409360319,0.108458241704374
"ES.10_84",66.85916,65.81528,13.0370886264575,12.6269811525818,-0.242203497498429,-0.285731065218042,-0.194474628743176,-0.292688942287102,500,500,12.8336731468774,0.0813391449239139,1.00163929934864,1.23159282417102,0.90918172736447,0.92670157068072,1.15262515259978,1.03162555344719,1.00051014049001,2.51515151514601,1.50301802565171,0.947300467204867,0.973585169087475,1.00163688468854,0.720783842130639,0.966584056913844,0.994384653032146,1.24900992853394,1.07509980253652,1.00305414351364,1.03090133692695,1.08631332654331,1.08609953397488,0.896033911429465,0.800482207811923,0.804441402784349,0.879614232225856,-0.0247891183575295,0.0260628521914982,0.00697019615952754,0.0120541168518663,0.0142442932080599,0.00138664934465139,-0.00204420731586912,0.0156049494872415,0.0342096314036741,0.86784736916721,0.8074854304957,0.788368410210297,-0.0120570124164786,0.0160117264620938,0.0109844151369899,0.0100360653681921,0.0104572859885634,-0.00220257104683654,-0.000520851972037378,0.00480107571099705,0.0330416352991009,0.133030548699865,0.83389157720913,0.815334464985917,0.762613798074816,-0.0117932793708438,0.0190165753908802,0.0189340548969137,-0.00216636794668813,0.0160265274023985,-0.00435717443566821,-0.00228862896045556,-0.00301112578489289,0.0130861887122728,0.124260399563539,0.0316249599543256,0.0112540128334447,-0.0275550711356093,0.00614384284869541,-0.0473607098540685,0.0823079431203611,0.880259803300712,0.821891794807865,0.75608579932835,-0.0129488713278702,0.020047584194999,0.0166165337048649,-0.00123583769625689,0.0370862954991555,-0.00468015746567085,0.00324079358093705,-0.00625416975076188,0.0106647963719115,0.11660237014098,0.0297298259859863,0.0122155871287634,-0.0258034457055614,0.00762608624716665,-0.0519809686455346,0.0176243703656649,0.110251743793416,-0.0199498682135652,0.0168981000842256,0.81659844755587,0.82587572279397,0.0623735853835962,0.067622679745305,0.0649768439374683,0.0685898567951991,0.0636293630210272,0.0189655595403176,0.0137164651786089,0.0163623009864456,0.0127492881287148,0.0177097819028867
"ES.10_85",67.26992,65.08458,12.8975150234905,13.5583142534162,-0.150005320180306,-0.302468517496829,-0.576656174374791,-0.411563825758548,500,500,13.2320402654986,0.165155180618524,1.01029548367578,1.19260400615903,0.845175092937147,1.0886132033671,1.03978199466921,0.568469505178372,1.01388311644732,1.50916488610986,4.02419023128123,1.18325555525561,1.10623411895088,1.01041361989328,0.862440849598981,0.841958593603505,0.940323141348896,1.18158233253737,1.12458472764918,1.16016571447643,1.10262724724023,1.09467559266046,0.98509701747352,0.90441373485867,0.60467397604626,0.821200146372653,0.895365489060137,-0.0181030076471507,0.00360849196037356,0.00666908602313264,0.0172162154310641,0.0472794553761575,0.0200419574073313,-0.00445462901258688,0.0259837766012557,0.021431312753012,0.552948998068678,0.825289811862886,0.805739097756055,-0.011343496386133,-0.00744607057903252,0.00598970049184428,0.02282107799697,0.0409118738129517,0.0122466426727148,-0.00512167556835655,0.018190491517297,0.0199457100869043,0.123046606006283,0.562913028723408,0.831225011628649,0.783083598600199,-0.0166473709948552,0.00366688828009407,0.0162901060363589,0.0154271734113329,0.047639726500487,0.0193530509108718,-0.00595441203814296,0.0152274302492562,0.00854843346363181,0.105145074978922,0.0298967659574279,0.0153050936459342,-0.011164738012997,0.036887143890063,-0.00616769429140943,0.0519695229957466,0.477103343222788,0.835286534035025,0.776310909597252,-0.0223512525177647,0.00415965582144966,0.0112844720421377,0.0188106928013013,0.0685711923425136,0.0228862263369051,-0.000448602274389666,0.0092944547656356,0.00836646220164112,0.0986748320353479,0.0287793462349606,0.0136907780206773,-0.01005234040606,0.0375922780838586,-0.00913049554301305,-0.000794250995682992,0.0890797407836907,-0.00342378188898202,-0.00401262676602953,0.48419397920371,0.838250850133273,0.0456977128177955,0.0417886423388875,0.0425416653387276,0.0360566725652123,0.0365925412474904,0.119457467800728,0.123366538279636,0.122613515279796,0.129098508053311,0.128562639371033
"ES.10_86",66.33382,65.58128,12.9949631836296,12.8347357294215,-0.202925157606534,-0.311869602376407,-0.411422849289259,-0.211393639303299,500,500,12.9150979359039,0.0582682379750258,1.00665673396315,1.0161381424998,0.966115478449445,1.17952891609898,1.08968609865395,0.831309041988619,0.976327356208263,0.855407750219297,2.00806230390334,1.07207709613491,1.01406306844968,1.00242931977137,1.17313019383341,0.967374866602316,1.01402941363252,1.09097019668091,0.991293478358671,1.02432477815798,1.00161389574455,1.00715705251185,0.991953426179298,0.908758243300143,-0.239237971316902,0.825215362712426,0.895752441283931,-0.0101121484577668,0.026574166010867,0.00780641433930233,0.00932075270344718,0.0450112337762474,0.00339659707654013,-0.0129843786921553,0.0246447197057093,0.0308455699876493,-0.231072106609894,0.830128806706997,0.794560487978032,-0.00103801523586584,0.0152998663505207,0.00618804231110602,0.0110503757787329,0.04466307808747,-0.00186260787789196,-0.0156697843215768,0.0148510241235384,0.027055414624228,0.14114457688172,-0.14773753083365,0.838185968380044,0.771291974010905,-0.00600550724786036,0.0303071457831529,0.0143106719227367,0.00839409807282004,0.053503396101253,0.00150805634437329,-0.0152288382418463,0.00824937509717387,0.018276675306974,0.129902400091959,0.0233423661684287,-0.00999115521877798,-0.0254718292860542,-0.00214598835290032,-0.00542433318492787,0.0611367006742092,-0.158822103528742,0.842496750345447,0.76997600205359,-0.00792514366909062,0.028973040195215,0.0136124833894807,0.00856972719160653,0.0586273485357192,0.00284142362631275,-0.0131464815364978,0.00743716096060079,0.0182826830181514,0.127259350043318,0.0237906985243009,-0.0117890792068716,-0.0251901468116604,-0.00146671609945577,-0.00368845882224868,0.0492241033238969,0.0219298790403975,-0.00276216462496555,-0.0131074750918364,-0.149582566543887,0.84281839270615,-0.0185238991221137,-0.0178916263551913,-0.0114391336067952,-0.0122973983098663,-0.0115819924313581,0.0767921370971396,0.0761598643302172,0.0697073715818211,0.0705656362848922,0.0698502304063839
"ES.10_87",66.90248,65.89912,13.300687863599,12.9141008369322,-0.0996949323441645,-0.414994038701445,-0.488628860879518,-0.210865953361731,500,500,13.1088195134295,0.0765408356543541,1.00431420200771,1.04923844537815,0.968426370295528,1.04458016628402,1.0580450429533,1.10383497161568,1.0028979359831,0.748490950183406,1.27561193344629e-06,0.931854946193773,0.967300425842116,1.00455323567308,1.35139503156543,0.89676761742143,1.00072401208161,0.955659625524026,1.05612325931987,0.987392729612085,0.980160182619653,0.961018107288445,1.01999436137568,0.91020765146964,0.330885666902588,0.829285119167466,0.895873634934927,-0.00877846396269704,0.00457025892081304,-0.00887532704743167,-0.018279580358427,0.0208241734302319,0.0176643696165624,0.0266156937050882,0.035111718702767,0.0157296939828724,0.434226653662759,0.832872162443283,0.829450286992922,0.00225827835412078,-0.00391864811624738,-0.0121678878686798,-0.0180085621564406,0.0217997086462951,0.0166084262841971,0.0278537954335232,0.0299428081653432,0.0146822283191661,0.0930964272524846,0.419427854846358,0.83644287674081,0.810241268363332,-0.00542293862812803,0.00875478342525094,-0.00669397956038557,-0.0247741890557525,0.0222167821642953,0.0169128888192892,0.0218577224888576,0.0222707750079419,0.00668350744532581,0.0802347657956501,0.0282594003709034,0.00794877309103533,0.0193333107289113,0.0449356680236507,-0.00675144607809253,0.0406013301059066,0.430824878077369,0.840320070119153,0.808066059380216,-0.00981052455006522,0.0111415809000142,-0.00805782269160769,-0.0220278868337066,0.038283553815034,0.0190206730651559,0.0270228989521425,0.0205355973432507,0.00624676760390459,0.0749893627247373,0.02710280799925,0.00624040247579519,0.016642063521728,0.0435024726800426,-0.00471003754988028,0.00773651996434919,0.0578482846436574,-0.00484367682439704,-0.0235414348175843,0.459821139065953,0.841940506294623,0.0252414541647786,0.0331247717018232,0.0319958524424467,0.0328652688852724,0.0350772347269624,0.0512993814895755,0.0434160639525309,0.0445449832119074,0.0436755667690816,0.0414636009273917
"ES.10_88",66.20302,65.52098,13.5520115966683,12.6634937591478,-0.231621274031698,-0.31495635459703,-0.285962313622377,-0.436058560329402,500,500,13.115279114533,0.0520034681720363,1.00474057555758,0.736904053188177,1.01727473742399,0.989063867016628,0.98110355253212,1.48204382182161,0.98437528756044,1.60975587835282,2.01214353226596,1.06368571146881,1.11432218441848,1.00398539842936,1.05862695667463,0.937111147877914,0.892141577647732,1.11798950113335,1.05058232911358,1.05132087848763,1.04715004606284,1.00951280160041,1.06897422772085,0.897169384414974,-0.0397454670282376,0.804831703401676,0.88431389493341,0.0147325618451757,0.0337622941618263,0.0339158508353363,0.0259183136486421,0.0341942522300781,0.0248075148480728,-0.0112476854707094,0.0297042818214775,0.0173754169876287,-0.0689116722423286,0.809559333670583,0.787035533108555,0.023821946390665,0.0173383455125694,0.0249025836467206,0.0253477553409782,0.0350984302353554,0.0209207983035493,-0.0103123090539655,0.0246195177723233,0.0131595101460616,0.133502335993518,-0.0344776630724667,0.816553375000851,0.769480196218016,0.0214749158840626,0.0258643347485339,0.0303575191777226,0.0241464011514559,0.0379772401498261,0.0225796826493961,-0.0107803620162043,0.0162554770359714,0.00368920825746571,0.127097187600648,0.0132859669119451,0.00151759931107774,-0.0177005554765937,-0.00286373329914666,-0.0123465081157287,0.0572393908657597,-0.0576859195097354,0.819410847607503,0.763350975946989,0.0135949945191207,0.0215693593691048,0.0204700828587728,0.0249793624583046,0.0608831786192753,0.0277076962645126,-0.00226523582278591,0.0131908599288826,0.00606906947451438,0.11996865808958,0.013014030595754,0.00150853663240413,-0.0159824866846592,-0.00252268031529436,-0.00947091288371861,0.0122573102120455,0.102321776928354,-0.0467415806629487,-0.0153340507723358,-0.0942079380670493,0.823653323329062,-0.00303047054364218,-0.00525430466561463,-0.00262881657122053,-0.00439837528473291,-0.00718306772157507,0.0550339387156785,0.0572577728376509,0.0546322847432568,0.0564018434567692,0.0591865358936113
