"","Gr.1.Mean","Gr.0.Mean","Gr.1.SD","Gr.0.SD","Gr.1.Skew","Gr.0.Skew","Gr.1.Kurtosis","Gr.0.Kurtosis","Gr.1.N","Gr.0.N","Pooled.SD","SMD.ES","A_C3RMSCAL","CG_GENDER_R","CR_RACE_B","CR_RACE_W","CR_RACE_H","CR_RACE_O","CA_R1_KAGE","CSES_W1SESL","CSES_W1POVD","CSES_W1MOMEDR","CSES_W1PAREDR","CSES_W1MOMSCR","CSES_W1DADSCR","CHL_W1LANGSTD","BLA_C3RRSCAL","BG_C3RGSCAL","EEXPP_P3EXPECT","EPAL_P3DOMATH","EPAL_P3DOWRIT","EPAL_P3RDBKTC","A_C3RMSCAL_1","U.TX_1","Y.R2_1","A_C3RMSCAL_2","CG_GENDER_R_2","CR_RACE_W_2","CR_RACE_H_2","CR_RACE_O_2","CA_R1_KAGE_2","CSES_W1SESL_2","CSES_W1POVD_2","CSES_W1MOMEDR_2","CSES_W1PAREDR_2","CSES_W1MOMSCR_2","CSES_W1DADSCR_2","CHL_W1LANGSTD_2","U.TX_2","Y.R2_2","A_C3RMSCAL_3","CG_GENDER_R_3","CR_RACE_W_3","CR_RACE_H_3","CR_RACE_O_3","CA_R1_KAGE_3","CSES_W1SESL_3","CSES_W1POVD_3","CSES_W1MOMEDR_3","CSES_W1PAREDR_3","CSES_W1MOMSCR_3","CSES_W1DADSCR_3","CHL_W1LANGSTD_3","BLA_C3RRSCAL_3","BG_C3RGSCAL_3","U.TX_3","Y.R2_3","A_C3RMSCAL_4","CG_GENDER_R_4","CR_RACE_W_4","CR_RACE_H_4","CR_RACE_O_4","CA_R1_KAGE_4","CSES_W1SESL_4","CSES_W1POVD_4","CSES_W1MOMEDR_4","CSES_W1PAREDR_4","CSES_W1MOMSCR_4","CSES_W1DADSCR_4","CHL_W1LANGSTD_4","BLA_C3RRSCAL_4","BG_C3RGSCAL_4","U.TX_4","Y.R2_4","A_C3RMSCAL_5","CG_GENDER_R_5","CR_RACE_W_5","CR_RACE_H_5","CR_RACE_O_5","CA_R1_KAGE_5","CSES_W1SESL_5","CSES_W1POVD_5","CSES_W1MOMEDR_5","CSES_W1PAREDR_5","CSES_W1MOMSCR_5","CSES_W1DADSCR_5","CHL_W1LANGSTD_5","BLA_C3RRSCAL_5","BG_C3RGSCAL_5","EEXPP_P3EXPECT_5","EPAL_P3DOMATH_5","EPAL_P3DOWRIT_5","EPAL_P3RDBKTC.1","U.TX_5","Y.R2_5","Adj.ES_1","Adj.ES_2","Adj.ES_3","Adj.ES_4","Adj.ES_5","ES.Diff_1","ES.Diff_2","ES.Diff_3","ES.Diff_4","ES.Diff_5"
"ES.10_29",43.50205,42.69554,9.07964739519891,9.58320557718916,-0.638361080691647,-0.731993059141021,0.103678394082339,0.519727912178613,500,500,9.33482260023755,0.0863979996769806,1.00963585990508,0.976258309591643,0.984666286159958,1.10074847482099,1.07748539213649,0.734010562757265,1.00963094486062,1.10743212191731,1.06207264530144,1.01103524146229,1.02862288264066,0.99906555055007,0.999021421624554,0.989963325257237,0.998984375426757,1.00765437864235,1.15153490482678,0.973433066110928,0.983264141067206,0.983740247437161,0.82247127840283,0.110034969530026,0.676933542224175,0.802395119289581,-0.0065298883357251,0.0570871568492973,0.0434154095796729,-0.0252432052563211,-0.0306819902255046,-0.034940049818008,0.0156231719892086,0.016558649057703,0.0248503673485174,0.0263152510092291,0.0232469878505139,0.0147155579995807,0.0869026922730594,0.685523934759336,0.671093139169463,-0.0150779911995722,0.0258491062360756,0.0404229791525758,-0.0291574860937151,-0.0479076430718406,-0.0857444039538561,-0.00335231033732085,0.00404756315551193,0.0382974404354697,0.0300243333520629,0.0370956785354141,-0.00565728105876762,0.0789201501392962,0.175541743818226,0.163324047279572,0.703649011449599,0.671093139169463,-0.0150779911995722,0.0258491062360756,0.0404229791525758,-0.0291574860937151,-0.0479076430718406,-0.0857444039538561,-0.00335231033732085,0.00404756315551193,0.0382974404354697,0.0300243333520629,0.0370956785354141,-0.00565728105876762,0.0789201501392962,0.175541743818226,0.163324047279572,0.703649011449599,0.668313240350733,-0.0152646422795297,0.0307024781493477,0.0465771895980992,-0.0287442941339574,-0.0508240608949066,-0.0808606740994729,-0.00778579181863117,0.00687064597954931,0.0368363541975658,0.0299159094332968,0.0372751037243266,-0.0044659443492732,0.0815788900367464,0.181987742596336,0.0060783633237785,-0.0129023472216961,0.0134907053324738,-0.0409025180571626,0.142621617458163,0.705283844609434,0.0117875801439682,0.00930951727683051,0.017496213294446,0.017496213294446,0.0152784496895028,0.0746104195330124,0.0770884824001501,0.0689017863825346,0.0689017863825346,0.0711195499874779
"ES.10_30",44.059246,43.139798,8.94095927330719,9.51236337379446,-0.486088233022123,-0.609266850093809,0.133050275979671,0.138573276798099,500,500,9.2310836222527,0.0996034742642301,1.00804636055136,1.0080673787473,1.49920324745373,0.806400276346855,0.938101867609767,1.08299015274396,0.999602676202702,0.962929825320041,0.894131961732867,0.988598008007363,0.973563282857255,1.00244824106023,0.99743656871454,0.859758550089225,1.00579420415967,1.0040821244883,0.93479161618272,0.959135178342911,1.02213473210697,0.966125722092987,0.825493893781571,0.338289552716805,0.682928780714573,0.806588748213996,0.00410617213453858,0.0388155760793029,0.0429768456164084,0.0194297998838799,-0.00997213654835838,0.0124768702769431,0.00828160935935363,0.0773217616815703,-0.0481286430749558,-0.00726014171887608,-0.010191930173797,0.00124977877455696,0.390608985110878,0.686057784841638,0.666883605809434,-0.00517033109510453,-0.000778094915861559,0.0265991707729424,0.00680529107139647,-0.0369531240638487,-0.0245215325202332,-0.00179523466578575,0.0439340865215421,-0.0301721421403542,-0.0104693513765274,-0.00551522418799397,-0.0253621785722539,0.0878887058517344,0.176868943677282,0.31350136269058,0.702339247023151,0.666883605809434,-0.00517033109510453,-0.000778094915861559,0.0265991707729424,0.00680529107139647,-0.0369531240638487,-0.0245215325202332,-0.00179523466578575,0.0439340865215421,-0.0301721421403542,-0.0104693513765274,-0.00551522418799397,-0.0253621785722539,0.0878887058517344,0.176868943677282,0.31350136269058,0.702339247023151,0.662053070871348,-0.00769252519806134,0.0126301045322636,0.0310150343898763,0.014026453135127,-0.0367120069388355,-0.0284168296644369,-0.00246799453087208,0.0445954970226697,-0.0302956273471531,-0.00985718500056262,-0.00489070411635385,-0.0181090327397604,0.0868851703280448,0.176840428577518,0.0320275990620655,-0.0165890321121628,0.0239521633858751,-0.0404220928400488,0.332727519738231,0.704314417394424,0.0366467867219094,0.0423145321930857,0.0339614909277655,0.0339614909277655,0.0360442536709503,0.0629566875423207,0.0572889420711444,0.0656419833364646,0.0656419833364646,0.0635592205932798
"ES.10_31",44.10416,42.573946,9.1469679822845,9.93995217763503,-0.485121713623775,-0.646552869444867,-0.378965378969268,0.270437328774784,500,500,9.55169284898256,0.160203434531817,1.01086501293064,1.1276595744678,1.07607108081776,1.27401764668781,0.73416551272741,0.781905420406537,0.993752286254846,1.16103259353875,0.908241121149211,1.08240536047462,1.04481920620152,1.00447991383405,1.00571049825077,1.1415657048071,1.01313821208778,1.02419438097508,1.10465891869467,0.971756758166154,0.973507815734362,1.05632703714496,0.822402049934289,0.712788184955362,0.680910307728988,0.789399269235277,0.000601669761785399,0.0580716141752002,0.0586312691628919,0.000773179098127623,-0.00734334390532676,0.0514003937472751,-0.00567439629413312,0.0555037584109022,-0.00785893927052123,-0.0157637583715192,-0.0282839004488225,-0.00214824003218358,0.6256368885288,0.68850238389243,0.685037130816807,-0.00416140723724608,0.0413610396127046,0.0423911143769626,-0.00151607123565366,-0.0207181064394724,0.0300006687920063,-0.0133695116446734,0.041436180283895,-0.014456514262517,-0.0090202506991845,-0.0265856313542694,-0.0224293517783716,0.0826046215154186,0.110654561590115,0.455404418860074,0.697805953706274,0.685037130816807,-0.00416140723724608,0.0413610396127046,0.0423911143769626,-0.00151607123565366,-0.0207181064394724,0.0300006687920063,-0.0133695116446734,0.041436180283895,-0.014456514262517,-0.0090202506991845,-0.0265856313542694,-0.0224293517783716,0.0826046215154186,0.110654561590115,0.455404418860074,0.697805953706274,0.675208999162208,-0.00341100727787548,0.0584869175557312,0.0471767746798059,0.00206151883190926,-0.0214707860044127,0.0113602009063561,-0.0167376708538219,0.0457323685250199,-0.0220247227084958,-0.0111478469208774,-0.0272189729675826,-0.00220026538347738,0.0840336717962289,0.107034628994706,0.0568884020140536,0.0314947725215008,-0.0435766685957777,-0.0283935511063049,0.424982939351362,0.702467897687079,0.0746242782535965,0.0655001054180089,0.0476778751222705,0.0476778751222705,0.0444929444518969,0.0855791562782204,0.0947033291138079,0.112525559409546,0.112525559409546,0.11571049007992
"ES.10_32",43.954764,43.35032,9.38210123049749,9.46691188015888,-0.49096989274305,-0.721535791655644,-0.14783064393538,0.613110636912749,500,500,9.42460195567951,0.0641346979790215,0.999175114917408,0.893992397740661,1.18867964803658,0.84919913540588,1.09843804196152,1.10151047949992,0.979710121597951,0.886397358681554,0.825559685048229,0.957318455371642,0.958701959560502,0.996787649788452,1.00013838134291,1.25573040528012,0.999928691023665,1.00024104436083,0.988135815835137,0.925139420950969,0.97687079258162,0.85944157972957,0.821135801890956,0.665232204743236,0.675282909611155,0.791386395498513,0.00799245104278433,0.0684907158349941,0.0176979963293027,0.00499971104393706,-0.0180472483110749,-0.0629977618536206,-0.00343520693765743,0.0230845955834067,0.0395628439604525,-0.000831754500662369,0.0615844251117392,0.00107230462232034,0.69865262735379,0.681853600750165,0.669794268947242,-0.00100544126523002,0.0494448916911308,0.0123657199069988,0.00403854874694766,-0.0280164077376095,-0.0945264129765733,-0.0108057677168274,0.0258091199631225,0.0276361115933154,-0.00059113931271312,0.0697403690747871,-0.0215165107559572,0.0994442677098615,0.121121054441097,0.6352918419139,0.694139156980491,0.669794268947242,-0.00100544126523002,0.0494448916911308,0.0123657199069988,0.00403854874694766,-0.0280164077376095,-0.0945264129765733,-0.0108057677168274,0.0258091199631225,0.0276361115933154,-0.00059113931271312,0.0697403690747871,-0.0215165107559572,0.0994442677098615,0.121121054441097,0.6352918419139,0.694139156980491,0.673353480702005,-0.00226298221702667,0.0449561423028363,0.0109792998529832,0.002598020290223,-0.0266724102688971,-0.0970752060215162,-0.0111977850181182,0.0218794831995934,0.0276707022910832,-0.00153486977715756,0.0702411200664754,-0.0225237342595224,0.0996897188314432,0.116786186311153,0.00588999995476213,-0.0201543936943507,0.00131872622398876,0.0206101204098475,0.640251697854535,0.694660053152457,0.0705846472743976,0.0741307304689684,0.0674078167864752,0.0674078167864752,0.0679340836743458,-0.0064499492953761,-0.00999603248994688,-0.00327311880745366,-0.00327311880745366,-0.00379938569532429
"ES.10_33",43.698022,42.949894,9.18990678946823,9.39717363100558,-0.467577003801208,-0.67213267352867,-0.0841217646801482,0.256321091547909,500,500,9.29411800684661,0.0804947816940655,1.00884755747466,1.15522326279192,0.824982390467441,1.31089961788067,0.718902369999966,1.02871633273396,0.991509008327769,1.04669041330671,1.03226304323927,1.01284905548619,1.02724330247539,0.996515650017721,1.00323615097202,0.883170247760361,1.00518887695616,1.00342958306009,0.982874867906568,1.0281022098108,1.03280748600167,1.08558373416336,0.811793200087479,0.127469487358179,0.659513361770729,0.806526063210948,-0.0234314727771216,0.0681638937286475,0.073477023154631,-0.00247225919603771,-0.0441672739061349,-0.0510825054392627,0.00783728347121457,-0.00327908687514432,0.0586831961855013,0.0130377196554435,0.00561610670141655,0.00928913304109537,0.121777009996569,0.666986703819296,0.697431692850327,-0.0284644887807066,0.0480607395510818,0.0619825123650209,-0.0065739049494444,-0.0638139802375554,-0.0762075530915953,-0.00958919894436283,-0.014711427928093,0.0646205489380471,0.0146495054081952,0.0159680909981572,-0.0157820330030428,0.069134036144363,0.129029111763623,0.137704181709662,0.67700599931092,0.697431692850327,-0.0284644887807066,0.0480607395510818,0.0619825123650209,-0.0065739049494444,-0.0638139802375554,-0.0762075530915953,-0.00958919894436283,-0.014711427928093,0.0646205489380471,0.0146495054081952,0.0159680909981572,-0.0157820330030428,0.069134036144363,0.129029111763623,0.137704181709662,0.67700599931092,0.691644870962067,-0.0249865200618521,0.0632207465060058,0.0713895253828693,-0.00124900507361931,-0.0656171763404681,-0.0750448686454842,-0.0128888316197451,-0.0197053870990583,0.0769412598186372,0.0158708320791876,0.0167198842415781,-0.0106281172203509,0.0697126060440458,0.13815276390977,-0.000223985706661442,0.0365585103163652,0.00269324582444704,-0.0488759264490891,0.147295191868624,0.679240077525953,0.0137150708936854,0.0131025891759563,0.0148162721420387,0.0148162721420387,0.0158482162331184,0.0667797108003801,0.0673921925181092,0.0656785095520268,0.0656785095520268,0.0646465654609472
"ES.10_34",44.058048,42.989184,8.6226189569672,9.24054223689322,-0.546925412704447,-0.597812417388473,0.130721983002558,0.317487294457131,500,500,8.93692280678472,0.119600898777881,1.00933473253457,1.08331111703544,1.2707890780273,0.924788904228098,1.00255928461418,0.874935382935671,0.990530736083779,1.177796817842,1.1014233439902,1.04256376535998,1.0470096951779,1.00086720917042,1.01111208956331,0.779846119247263,1.00924209982129,1.00861032014473,1.13404434934751,0.875893790144155,1.07148037438314,1.06034521559736,0.80410034759949,0.441379011076109,0.648917320891777,0.790085395094025,0.00600375217537895,0.0570369128403303,0.0503085396592687,0.00611038043923889,-0.0498795671537676,-0.0269405675923562,0.000526516025455151,0.0619987608286361,-0.00286159230941404,0.00905826705957162,0.0251624216107079,-0.00300211567374214,0.395298810114015,0.656784080873809,0.669679858340864,0.00204432175542914,0.0373434775855247,0.0392630957486247,0.00993004053302751,-0.066987280723818,-0.0679796278650234,-0.0105038892673865,0.0420770422374664,0.00138023941159309,0.0175582630358598,0.0339117063285025,-0.0221870668859065,0.0947326979123212,0.142749552895855,0.33270552770682,0.671415102188418,0.669679858340864,0.00204432175542914,0.0373434775855247,0.0392630957486247,0.00993004053302751,-0.066987280723818,-0.0679796278650234,-0.0105038892673865,0.0420770422374664,0.00138023941159309,0.0175582630358598,0.0339117063285025,-0.0221870668859065,0.0947326979123212,0.142749552895855,0.33270552770682,0.671415102188418,0.66870328869374,-0.00219721202802026,0.0396423582354371,0.0407694399017425,0.0116525200737023,-0.0668497158073881,-0.0798604530661661,-0.0106128470499553,0.0392606400799919,0.0106453238146173,0.0186188650514948,0.0372004614395792,-0.017958797785067,0.0938429492113572,0.147150174421322,0.0210458720338346,-0.0336756969313132,0.0191055707540642,-0.0381720053246334,0.286420734582167,0.673859062958092,0.0493882537220779,0.0442320940507523,0.0372281975462781,0.0372281975462781,0.0320491449657284,0.0702126450558034,0.0753688047271289,0.0823727012316032,0.0823727012316032,0.0875517538121529
"ES.10_35",43.876418,42.822842,9.28426367998211,9.23795033401802,-0.619031257327125,-0.567585195591688,0.229061957477712,-0.0447517944554403,500,500,9.26113595767869,0.113763150094611,1.01047984027838,0.852051308607755,1.11832658829045,0.849822725738837,1.03078834750418,1.21341622799834,1.00463372972676,0.920082463899172,0.980268385687585,0.97998085378313,0.981804794418591,0.998192968180798,0.995925378508035,0.975564695690836,1.00585296935615,0.999392843540095,0.995955940259725,1.05129935115627,0.911679130803062,0.953955599418827,0.820903272890152,0.310470065399778,0.675506109226359,0.804536609565696,0.000875126781335527,0.0297260320111942,0.0346356422065868,-0.0147366549498566,-0.00112351304768766,0.0244232774977241,0.00980152184285484,-0.0041904103411746,-0.00625491616655739,0.0258400917006045,0.00697948412058645,0.00246309484385723,0.377033441242559,0.678937288656483,0.698066485212147,-0.00866262041369344,0.00584825086697303,0.0247537536078978,-0.0166655994145207,-0.0148340693976081,-0.00349022014640537,-0.00518760636602903,-0.0151497119449826,-0.00782502886963706,0.027124136550131,0.0167120404673763,-0.0136610092887493,0.0665774949772172,0.135285796364594,0.394023485495835,0.68947172001525,0.698066485212147,-0.00866262041369344,0.00584825086697303,0.0247537536078978,-0.0166655994145207,-0.0148340693976081,-0.00349022014640537,-0.00518760636602903,-0.0151497119449826,-0.00782502886963706,0.027124136550131,0.0167120404673763,-0.0136610092887493,0.0665774949772172,0.135285796364594,0.394023485495835,0.68947172001525,0.697483943913224,-0.00522197023889685,-0.000725831605070742,0.0218182586744616,-0.021791359447951,-0.0194784932847217,-0.00780098336364637,-0.00527131048270218,-0.00513063288705533,-0.000627346288631022,0.0274039325076823,0.0224730936603709,-0.0193004014700459,0.0768561879417698,0.139908443036604,-0.032502287674278,-0.0120303653623442,-0.00966118639161879,-0.0300712730139573,0.381724871585745,0.692086430592239,0.0335239723095046,0.0407113601361126,0.0425459130819841,0.0425459130819841,0.0412179319394664,0.0802391777851064,0.0730517899584984,0.0712172370126269,0.0712172370126269,0.0725452181551446
"ES.10_36",44.001398,43.063846,9.11206265404373,9.33897077758857,-0.585550592116201,-0.653009287413201,0.246188403717856,0.254663395033326,500,500,9.22621431021066,0.101618276844319,1.01552694665902,0.901158723883177,0.902875025731539,1.15304828439646,0.820700563342436,1.09185234084931,1.02227214196368,1.16066840020359,1.64733126779611,1.02053715553155,1.02153765430123,0.998563092256935,1.00552814884379,1.24115760116325,1.00822633662373,1.01327239305898,1.1389031682157,1.07649717648457,0.999015972337642,0.962819681853171,0.808607423504438,-0.13592018125639,0.653043656333306,0.803615452561147,0.0198525082748228,0.0715559894833302,0.100509142533071,-0.0348595837541935,-0.0491003303764669,-0.0546766444245092,0.0115725797364214,-0.00396882298197199,0.0654738907731424,0.032529670433212,0.0450280511956231,-0.00150864662869489,-0.0628184668921648,0.670298778677269,0.683758974785175,0.0122423528421909,0.0348809405771211,0.0806501868525767,-0.0373957596003204,-0.0676475609631032,-0.0739264963197044,0.000309247737531688,-0.0140775842243828,0.0596545889455044,0.0281276401652389,0.0456886067845761,-0.0297906851961762,0.0617422161617196,0.166449427314265,-0.0378569304435441,0.684859234674935,0.683758974785175,0.0122423528421909,0.0348809405771211,0.0806501868525767,-0.0373957596003204,-0.0676475609631032,-0.0739264963197044,0.000309247737531688,-0.0140775842243828,0.0596545889455044,0.0281276401652389,0.0456886067845761,-0.0297906851961762,0.0617422161617196,0.166449427314265,-0.0378569304435441,0.684859234674935,0.67637323529938,0.0113272599192459,0.0452262756461352,0.0833225127510592,-0.0346267361465945,-0.0670315442447361,-0.0802318344473422,-0.00208917972059288,-0.0159691243547947,0.0597586533725987,0.0294463624654509,0.0440044630223005,-0.0171956039294656,0.0591675859179027,0.168970854193986,0.031520209121652,0.0291520521424175,-0.0103275393977794,-0.013940870906999,-0.0904989845064153,0.686260842448181,-0.0147319557823372,-0.0068086936613475,-0.00410319218378093,-0.00410319218378093,-0.00980889685233738,0.116350232626656,0.108426970505666,0.1057214690281,0.1057214690281,0.111427173696656
"ES.10_37",43.646166,42.862058,9.28851414061069,9.17911374528794,-0.473655567488192,-0.544844634799541,-0.11844969840777,-0.183566602328237,500,500,9.23397596079984,0.0849155340374186,1.00616184466858,1.00803600128576,0.76015030381774,1.17463985613431,0.945924629426806,1.00069752695837,1.01382681321194,1.19606439040681,1.08942045327495,1.07370190553229,1.05380170886632,1.00389921223365,1.00613622647092,0.846758452372813,1.00500583896201,1.01484615016758,1.11170846982041,0.969059422811147,0.913836520914525,1.05336339214574,0.814077377831936,0.343421160627535,0.663955475638858,0.800099174265625,-0.0080770364140659,0.116994553968414,0.0876025602230851,0.0308546798421001,-0.0362945147403668,-0.0548385244155479,0.0353115669239399,0.017754807204411,0.0344178145593272,0.00308296722558117,0.00920417669659967,0.010757237225094,0.287735713457877,0.673996257365809,0.690000001907119,-0.00788637518188337,0.0919172178686162,0.0809489742836014,0.027749841692607,-0.0522896660518977,-0.116476769963501,0.0230155587772414,0.0147323720682816,0.0419039700058262,0.0124747060313756,0.0223252988139687,-0.00884519411041352,0.0789443937077536,0.148687327039656,0.217915828605403,0.687537301334385,0.690000001907119,-0.00788637518188337,0.0919172178686162,0.0809489742836014,0.027749841692607,-0.0522896660518977,-0.116476769963501,0.0230155587772414,0.0147323720682816,0.0419039700058262,0.0124747060313756,0.0223252988139687,-0.00884519411041352,0.0789443937077536,0.148687327039656,0.217915828605403,0.687537301334385,0.680790740123096,-0.00865521080265914,0.098413264282878,0.0824099324469243,0.0307430314448418,-0.0529093608553129,-0.125119128020624,0.0209994734501821,0.0140668487296043,0.0353033422777524,0.0138912077577512,0.0209061927467702,0.0021389658259931,0.0799764571932363,0.149994666949408,0.0459476000628241,-0.00957402425874267,-0.0212916654270687,-0.0172332396628058,0.185678240719539,0.690176099132704,0.0371910390589525,0.0311605439173088,0.0235993497850224,0.0235993497850224,0.0201081572561789,0.0477244949784661,0.0537549901201098,0.0613161842523962,0.0613161842523962,0.0648073767812397
"ES.10_38",44.300198,42.775168,8.88373153639942,9.27368098814683,-0.529237844843122,-0.583164298211593,0.0646687163354902,0.199814047830093,500,500,9.08079966414669,0.167940055546121,1.01349638540197,0.930491195551443,1.12468949130532,0.980654584816548,0.789713618750965,1.28200319675211,0.979653150190021,0.9784170119023,0.81840859393918,1.01147267606372,0.991269799059298,1.00181050364329,1.00097162187498,1.18291720400036,1.01269780608179,0.998771595218919,0.987219838511572,0.989038688549121,0.939515707202418,0.908752933242595,0.819177070588965,0.575429692770992,0.675346499853365,0.783353919717363,-0.00590332851918789,0.0714749139717994,0.0537368687994718,0.0132896674979885,-0.00770877169945077,-0.00946288456991732,0.031078624866372,0.0063919565972525,0.0602275508696742,-0.00169195698588011,-0.00188700103784205,-0.0235911185272964,0.694837365341004,0.68367480234995,0.684111019673991,-0.00642425248989747,0.0364710008158294,0.0376434731528541,0.00276845552453053,-0.0309987310812692,-0.0600887460507892,0.0269969554887603,-0.00403389278132469,0.0670218694336369,0.00346436946238361,0.0126482286429417,-0.0551024124354661,0.0537561713946549,0.155419347688137,0.725931924850381,0.69591627938717,0.684111019673991,-0.00642425248989747,0.0364710008158294,0.0376434731528541,0.00276845552453053,-0.0309987310812692,-0.0600887460507892,0.0269969554887603,-0.00403389278132469,0.0670218694336369,0.00346436946238361,0.0126482286429417,-0.0551024124354661,0.0537561713946549,0.155419347688137,0.725931924850381,0.69591627938717,0.675702186343571,-0.00597183097349315,0.0474063219237276,0.0407250860254044,0.00557511793242387,-0.0317946250485076,-0.0687508711588692,0.0268201379706759,-0.00345783213134489,0.0690938952214293,0.00327224330483522,0.012326026444452,-0.0459085370809322,0.056412936921918,0.157521631687593,0.0219897172076887,0.0339506080600846,-0.0163761721806888,-0.0234231528617894,0.706726929711252,0.697364228478553,0.0633677334654716,0.0765172001409081,0.0799414095342886,0.0799414095342886,0.077826508220591,0.104572322080649,0.091422855405213,0.0879986460118325,0.0879986460118325,0.0901135473255301
"ES.10_39",44.42183,42.910978,8.88630569240208,9.13511927792735,-0.575563368656549,-0.560964078582632,0.217635176479721,0.210002125354328,500,500,9.01157125813189,0.167656888762504,1.01308849580898,1.06612553933643,0.854690582642556,1.14754553927378,0.886426851682024,0.991110834869108,1.00304141954483,1.16027566972457,1.14496966744946,1.06711373602552,1.03805033172451,1.00270353646976,1.00325427627882,1.08499827522961,1.01121222218218,1.01402550319573,1.08924869758068,0.941548014544195,1.02389052469112,1.01215932710248,0.807937573896468,0.640957770104333,0.657437284331643,0.783992464000449,-0.0148544034676355,0.111900370522315,0.0708258657863723,0.00278260781731871,-0.0431169368854767,0.000785820173694611,0.00216862213778129,0.0378955141143303,-0.0150400169446724,0.017604554664892,-0.00847084703763556,0.011352612551072,0.585315962616128,0.669048164847705,0.667394577565662,-0.02453069225422,0.0942746855174577,0.0600540655768075,-0.000835586878580341,-0.0574812097087144,-0.0109542774934824,-0.0128049653146972,0.0186559177984918,-0.0164699068566886,0.0169912817765431,-0.00627770553630583,-0.00528049309664679,0.0855653490835356,0.124525444046454,0.539162078217455,0.680666133521511,0.667394577565662,-0.02453069225422,0.0942746855174577,0.0600540655768075,-0.000835586878580341,-0.0574812097087144,-0.0109542774934824,-0.0128049653146972,0.0186559177984918,-0.0164699068566886,0.0169912817765431,-0.00627770553630583,-0.00528049309664679,0.0855653490835356,0.124525444046454,0.539162078217455,0.680666133521511,0.660117375615669,-0.0183486547872764,0.0956704970874272,0.0620028612161255,0.00165295341916807,-0.0587253856603776,-0.0160151481880509,-0.0171983078626594,0.0230763481364677,-0.00853766781547019,0.0162230977599991,-0.00207736457672861,-0.00145774197865408,0.088343666140705,0.132986099275412,-0.00191063735526282,0.0149530217565545,-0.0303089130799751,-0.0473387513104862,0.544651781054683,0.683877719853296,0.0711260835368686,0.0649515989886834,0.0598299744598839,0.0598299744598839,0.0604391582170754,0.0965308052256357,0.102705289773821,0.10782691430262,0.10782691430262,0.107217730545429
"ES.10_40",43.629624,43.022768,9.20519371448894,9.32356413688484,-0.486522556581548,-0.694349207905849,0.0277670004437645,0.556153331465213,500,500,9.26456797524504,0.0655028924847356,1.00605305699455,0.838330393889069,1.29562371375919,0.963961976018697,0.811676974073248,0.974030772858218,0.982515485017231,0.914021157406373,1.00802903570318,0.977748009929465,0.971489153763312,1.00126312420413,1.00048596646621,1.18946389916311,1.0013335923279,1.00670148896469,0.928150473402183,1.02002623342353,0.991923359310494,0.988366857505964,0.826153264024907,0.160630156396624,0.683022368794107,0.794076962115946,-0.00380530812353157,0.0902535189923791,0.0790577930677933,0.00919184428225782,0.00409709613653831,0.00816895919787421,-0.007802790040628,0.0730414020832902,-0.0197507153346613,0.00592638411106144,-0.00744722829142356,-0.00687182917946993,0.280186290880036,0.692386188421096,0.681203769415051,-0.00906198498831475,0.0613206987316307,0.0680999912399538,0.0038843567332978,-0.00963343072899021,-0.00962328707341509,-0.0188384258819466,0.0631284170351892,-0.0250080385190849,0.00307137049855114,-0.0159864362285749,-0.0363191928066693,0.0780262737009326,0.148667119163235,0.224419038533568,0.706159620242892,0.681203769415051,-0.00906198498831475,0.0613206987316307,0.0680999912399538,0.0038843567332978,-0.00963343072899021,-0.00962328707341509,-0.0188384258819466,0.0631284170351892,-0.0250080385190849,0.00307137049855114,-0.0159864362285749,-0.0363191928066693,0.0780262737009326,0.148667119163235,0.224419038533568,0.706159620242892,0.672252849544125,-0.00898522886177104,0.0715047948288718,0.0725392982662493,0.00634812352336482,-0.011438026868631,-0.00846049992710568,-0.0228397685145951,0.0640396992950964,-0.0253069460347524,0.00355248093826608,-0.018357054767689,-0.0258484536734718,0.0797243735270226,0.154682894068149,0.0222872907207754,0.0111393949770759,-0.00294350434132689,-0.0496440858868164,0.234420901801749,0.708529275587777,0.0173381162322764,0.0302427799794545,0.02422336790374,0.02422336790374,0.0253029501675764,0.0481647762524592,0.0352601125052811,0.0412795245809957,0.0412795245809957,0.0401999423171592
