"","Gr.1.Mean","Gr.0.Mean","Gr.1.SD","Gr.0.SD","Gr.1.Skew","Gr.0.Skew","Gr.1.Kurtosis","Gr.0.Kurtosis","Gr.1.N","Gr.0.N","Pooled.SD","SMD.ES","A_CSCIIMP","CG_GENDER_R","CR_RACE_B","CR_RACE_W","CR_RACE_H","CR_RACE_O","CA_CAge","CSES_MOTHEMP","CSES_FATHEMP","CSES_MOTHED","CSES_FATHED","BM_CMTHIMP","CHL_DL272_R","DAL_Persist","DSE_SelfEsteem","DLC_Control","DFS_FeelSchool","DEXP_SEDEX8","EEXP_DL97","EPAL_PCOPH8","EPEL_KMHSCPH8","A_CSCIIMP_1","U.TX_1","Y.R2_1","A_CSCIIMP_2","CG_GENDER_R_2","CR_RACE_W_2","CR_RACE_H_2","CR_RACE_O_2","CA_CAge_2","CSES_MOTHEMP_2","CSES_FATHEMP_2","CSES_MOTHED_2","CSES_FATHED_2","U.TX_2","Y.R2_2","A_CSCIIMP_3","CG_GENDER_R_3","CR_RACE_W_3","CR_RACE_H_3","CR_RACE_O_3","CA_CAge_3","CSES_MOTHEMP_3","CSES_FATHEMP_3","CSES_MOTHED_3","CSES_FATHED_3","BM_CMTHIMP_3","U.TX_3","Y.R2_3","A_CSCIIMP_4","CG_GENDER_R_4","CR_RACE_W_4","CR_RACE_H_4","CR_RACE_O_4","CA_CAge_4","CSES_MOTHEMP_4","CSES_FATHEMP_4","CSES_MOTHED_4","CSES_FATHED_4","BM_CMTHIMP_4","CHL_DL272_R_4","DAL_Persist_4","DSE_SelfEsteem_4","DLC_Control_4","DFS_FeelSchool_4","DEXP_SEDEX8_4","U.TX_4","Y.R2_4","A_CSCIIMP_5","CG_GENDER_R_5","CR_RACE_W_5","CR_RACE_H_5","CR_RACE_O_5","CA_CAge_5","CSES_MOTHEMP_5","CSES_FATHEMP_5","CSES_MOTHED_5","CSES_FATHED_5","BM_CMTHIMP_5","CHL_DL272_R_5","DAL_Persist_5","DSE_SelfEsteem_5","DLC_Control_5","DFS_FeelSchool_5","DEXP_SEDEX8_5","EEXP_DL97_5","EPAL_PCOPH8_5","EPEL_KMHSCPH8_5","U.TX_5","Y.R2_5","Adj.ES_1","Adj.ES_2","Adj.ES_3","Adj.ES_4","Adj.ES_5","ES.Diff_1","ES.Diff_2","ES.Diff_3","ES.Diff_4","ES.Diff_5"
"ES.15_15",59.48446,58.0506,11.0024883279745,11.5655322710815,-0.129938098767841,-0.454653478546278,-0.613523460966301,-0.441856680075029,500,500,11.2875215641132,0.127030543583519,1.01099831910665,0.984120934959347,0.64293564269953,1.11843238587303,0.77202410125356,0.661508729591386,1.00210685627614,1.49131957831939,0.760129963130086,1.03423172004565,0.976756704235083,1.01192430687912,1.27642635810918,1.00843438446258,0.945889827426055,1.17951167770751,0.993778497411983,1.01184683630511,1.04768871222274,1.10449217063336,0.994250996519647,0.873775562655708,0.231103360964625,0.764676934685259,0.860149014428838,-0.0139690312393779,-0.00214143310836889,-0.00709683545567993,0.00675770101465056,-0.0343703769789589,-0.00337171878494776,0.0141777592519254,0.010487767815747,-0.00518988949652947,0.25236734042784,0.766495853294492,0.719342963533291,-0.0274025561263879,-0.00440193309945714,-0.00100157061206731,0.00226591812551025,-0.0220773926561555,0.00222788537571902,0.0106407200565307,-0.000908235605400107,-0.0155461881470112,0.196282266510321,0.157805143689224,0.781084041177034,0.712547424076112,-0.0332194702308473,-0.00681674383011889,0.000416982197015295,0.00160712195186161,-0.0189718499676423,0.00225691912967744,0.00701244534111718,-0.00451246785910644,-0.0220839010455682,0.193659342527078,-0.0160443207297395,0.0116655358719298,0.0106718992975304,0.0297198367422084,-0.00139233768355206,0.0213474080234412,0.14255435637801,0.782483385539666,0.706010957792082,-0.0376722751715907,-0.0062564050965855,-0.000517868269364954,0.00255026449084406,-0.0139346202415883,0.0012808057858686,0.00547475733845081,-0.00623211009574201,-0.0261414009989949,0.190413101143013,-0.0162538101654003,0.011555265045294,0.0164282987272446,0.0287784374994102,-0.00132573981738918,-0.0045494966640872,0.0535266203135605,0.0024845843900851,0.00547930759238844,0.120462970880268,0.784100744524766,0.020474234281809,0.0223580826839968,0.0139804954340853,0.012629376215877,0.0106722250935281,0.10655630930171,0.104672460899522,0.113050048149433,0.114401167367642,0.116358318489991
"ES.15_16",59.32636,57.49748,10.7635777305468,11.2528938005908,-0.14729256265347,-0.438813717115614,-0.566848081276286,-0.272362907889141,500,500,11.0109541922782,0.166096413450032,1.01466641127465,1.0576017905928,0.916899348491442,1.10165356465114,0.924924924925231,1.14752744007797,1.08002752377408,0.931634492644959,1.0948225554656,1.10701394839298,1.07852628811489,1.01243098646804,1.02200136894446,0.927655263558858,0.904560994706905,1.05597100485421,1.21895815919026,1.00083969064412,1.02336265614489,1.04274341305646,1.04068302202303,0.873157188552825,0.341605460444962,0.764727968214884,0.858971413845128,-0.00285943852215978,0.00612630986136799,-0.0178741528173274,0.0366316409987611,-0.00357240060254959,-0.00809394790685358,0.0449682519006807,0.0160198486449635,-0.00115468406883483,0.323218165329333,0.76851113868481,0.759066690287729,-0.0144316151330734,0.0110010828586575,-0.0128206871061558,0.0277810709251773,0.00474428858612032,-0.00896532177283244,0.0440181446347557,0.0129120477456369,-0.0070982327199112,0.13412004045563,0.311458626737286,0.775374007798432,0.75539115292812,-0.0228993477052889,0.0176139084951796,-0.009164651803984,0.0258804952075634,0.00666717937753517,-0.0143949300992591,0.042057723885072,0.0139827536763043,-0.0117363129385204,0.131507606502433,-0.00235958962618518,0.00425027021065278,-0.00554830966156318,0.00353697830589708,0.0361454097160487,0.0101580570868963,0.273568031515015,0.776849193949944,0.754495226892373,-0.0216049128846208,0.019900023100469,-0.00872003456016448,0.0261139819618521,0.00689109395370607,-0.0148562871722545,0.0415910693062514,0.0122749427793884,-0.0134923711798081,0.130630232239092,-0.00351231552568912,0.00443790812436609,-0.00534658686771599,0.00349699417737701,0.0359710295977135,0.00803284966806963,-0.00706814633689852,0.0177232047676533,0.000230675612871147,0.273351876907648,0.777017363387976,0.0310241469067707,0.0293542375787923,0.0282862521538512,0.0248450794307058,0.0248254485609744,0.135072266543261,0.136742175871239,0.13781016129618,0.141251334019326,0.141270964889057
"ES.15_17",59.364,57.6178,10.6146694161254,10.9168375018631,-0.258478577983437,-0.397229623260626,-0.422032832395594,-0.431197644864967,500,500,10.7668135456994,0.162183546003496,1.0188125975176,0.901119630035377,0.999999999999999,0.808517156950382,0.94356659142216,0.919006479482344,0.991772993217292,0.621138187311867,0.688889969605282,1.101727535426,1.00793496216493,1.01602462934728,1.36995929303076,0.775528128260909,0.712017818820135,1.03709240235102,1.03634910862694,1.14953207425209,1.15401372745369,1.14411173139094,1.07286406232098,0.867297092298552,-0.120874984820073,0.751266640420244,0.849792749039295,-0.0164792927305533,0.0138340385849954,-0.0170948623704769,-0.00225623653722778,-0.0242231338766573,-0.0160122267034737,0.00967022976468748,0.0118118089652378,0.018166813953144,-0.104077743645635,0.753917965356079,0.729706877647002,-0.0243577568527907,0.0158171956185851,-0.0152496342517035,-0.00486799129646261,-0.0137617035676342,-0.00670808965702421,0.0110537090399159,0.00152756408319257,0.00393045876791432,0.166106935361359,-0.132746992041483,0.76433456966804,0.71468937997203,-0.034429087645752,0.0182037954604748,-0.0135500035504417,-0.00177260573072892,-0.00865328151147091,-0.00932887493579252,0.00700080797545678,-0.00337077173729161,-0.0126712778810837,0.155611155677949,-0.0221088888400809,0.0213629645253749,-0.00786487529476554,0.0352800214596536,0.00501615802913016,0.0498080431596142,-0.153049525150872,0.768137723407527,0.712204419709372,-0.037434843245324,0.0192151493096309,-0.0124343354514034,-0.00293599679512292,-0.00544541337020254,-0.00916050432850028,0.00361237680493468,-0.0103107360741162,-0.0165518861187156,0.148011326475933,-0.0251704507250583,0.0226349217515119,-0.00441761157113313,0.0334334187356899,0.00345246591212748,0.0224539863406483,0.0494549142205872,0.0122422498020294,0.0105363479664343,-0.201673106356404,0.770017009762624,-0.0112266256220583,-0.00966653162552511,-0.0123292737891339,-0.0142149322546785,-0.0187309927399048,0.173410171625554,0.171850077629021,0.174512819792629,0.176398478258174,0.1809145387434
"ES.15_18",59.06634,57.69236,11.1507097648949,10.5241892014109,-0.219158761620647,-0.409789805539287,-0.551575530815339,-0.445185001969614,500,500,10.841975987061,0.126727821721771,1.0064975044674,0.773857982851004,0.696127807378854,1.38299975038361,0.793495095982969,0.79994998800394,0.983589435964707,2.04748224537803,6.52480695825353,1.14035254358659,1.12582750633749,1.01105358063328,1.042194092827,1.079530347432,0.977229389115737,0.936224396711209,1.00487677993192,1.02447583624673,1.00248034469529,1.02917096838482,1.04923245834723,0.862711005767331,0.723640234534939,0.747379494308299,0.847512622422073,-0.00651787486487734,0.0123955791380369,-0.0105028817158947,0.00214772968696205,-0.0264900147926026,0.0172930152284271,0.016460994897381,0.0495911970580756,-0.0475397369465629,0.649121921466951,0.752409144187077,0.705937443234163,-0.0144920774443783,0.00530548852816248,-0.0101357625568946,-0.00279525042073069,-0.00722337362322781,0.0167272743125032,0.0177765717756149,0.0460144564317443,-0.0566427045430062,0.196241181295621,0.522671878189195,0.767375866628649,0.692971727011013,-0.0240472804858865,0.0129571415658292,-0.00777360643777588,-0.00205062989588342,0.000218883659052698,0.0113401481010786,0.0133871316938178,0.0398000365994733,-0.0680134962989996,0.186589048241526,0.0108454051800038,0.017792759914422,0.00608560259824963,0.0346461186857297,0.00865996391997286,0.0558665448648351,0.550358458601674,0.771074854461104,0.69076595906102,-0.0243761841946007,0.0152938219610167,-0.00748810174356195,-0.000945012777070674,0.0021686764492244,0.0115967748243405,0.0125374278961927,0.0365463450824631,-0.0693400644655874,0.184065008167106,0.00904609378634083,0.0166867938146072,0.00774870148611951,0.0343470589729049,0.00808485309049737,0.0452404616101551,0.0153037980850287,0.012086237937312,0.00284050420179907,0.559103706075464,0.77143561152534,0.0667443126048741,0.0598711823602655,0.0482081752268183,0.0507618223152753,0.0515684324280654,0.0599835091168972,0.0668566393615058,0.078519646494953,0.075965999406496,0.0751593892937059
"ES.15_19",59.2825,57.18762,10.7979129000003,11.3520586594333,-0.33826447634105,-0.382299459639387,-0.477246733192292,-0.297356016353366,500,500,11.0784511282762,0.189095025626201,1.00867729425733,1,1.38155674472673,0.937343358396012,0.841972187178416,0.7745310256891,0.869605089682055,1.52009452759353,1.34861120001784,1.10255489216517,1.06850223788127,1.00822452608446,0.957983193277327,1.07097197484855,0.930158608451825,1.28877227131007,0.960813485750833,1.06170039053655,1.08443866401229,1.10754615331782,0.977149760027949,0.860369765577952,1.20022423617845,0.747494598732931,0.851017593205584,-0.0241554422174539,-0.0143328456431418,0.00168300377330286,-0.017348022953995,-0.0104992309422607,-0.00168282809408413,0.0251479305461859,0.0426949941453109,-0.0273527790018164,1.15304028465894,0.750679699756209,0.744527717373422,-0.0361565664646159,-0.013484475312823,0.00612834414114236,-0.0205195759546498,-0.0009995705148843,0.000283217947907302,0.0213806107412505,0.0351197200098363,-0.0332497636782196,0.149096732128908,1.14081940719111,0.759771382825453,0.740111842631206,-0.0443047026065802,-0.0105126999356866,0.00714166473728845,-0.0226010039853401,-0.000386571301398003,-0.00272814194403038,0.0193633254084157,0.0353737116898118,-0.0383236114261312,0.141202569364537,-0.00345700573750942,-0.0060062028228054,0.0319794356322979,0.0316298800433691,0.0213685937318474,0.0182676358664353,1.11237318955298,0.762029048319248,0.737676896594935,-0.0452687877614739,-0.0101644638507527,0.00795905641073129,-0.0223186814893609,0.000503748664490887,-0.0029649995119746,0.0179486174448228,0.0339385152884147,-0.0407610354338493,0.137992370598809,-0.00599940157589109,-0.00464261783184209,0.0366552651560869,0.0317841956515775,0.0188715333717206,0.00603845076728695,0.0204663695321519,0.00509830491139572,0.0197920453190026,1.10869260546159,0.762670392773597,0.108338631662602,0.104079556908093,0.102976435422397,0.100408728320677,0.100076499198684,0.0807563939635989,0.0850154687181084,0.0861185902038043,0.0886862973055241,0.0890185264275174
"ES.15_20",59.4082,57.97824,11.0249413160363,10.6175166315501,-0.250582702708323,-0.352047495329648,-0.255769098815776,-0.470815662476635,500,500,10.82314627184,0.132120546473674,1.01244718029579,0.953113278319582,0.873142442927424,1.1762632197204,0.844074844133199,1.46825871232843,0.943310700258821,0.557431034481451,2.77511483261699,1.07475600736209,1.13426009485115,1.007091488448,0.618165630917043,0.990308667760605,0.73987854415188,1.19011521457321,0.983462369970538,1.00616340031237,1.0157052321046,1.02531082088686,0.94211673362885,0.865755691284934,0.198272475622096,0.750656539632745,0.849531695924931,-0.0196711095322187,0.0522487846048815,0.020496579369765,0.0130270013031245,-0.0181222622841928,0.000548106678582797,0.00532014727902465,0.0292542212540601,-0.0217857257522506,0.174699918027835,0.75430719205263,0.717743401796057,-0.0349015175292667,0.0548997500738745,0.0274172994230524,0.00560043018109507,0.00115099503939082,0.00804217296089623,0.00222170240042601,0.0150566233593526,-0.0289184090868453,0.192209892599181,0.253221046493232,0.769935420023817,0.71213822151062,-0.0392061610897608,0.0480718241591471,0.0239896845414309,0.00387816426466014,-0.00181093842331112,0.00813844145380498,-0.00101242692905658,0.0137311129818471,-0.0228092120346356,0.195150466131123,-0.00493772165334897,-0.0199064144727752,0.0374120141483632,0.0392932780536157,0.00390377550464472,-0.015860254305175,0.274818474053908,0.772454568113501,0.70650359488719,-0.0407178434544134,0.0503587125456849,0.021869878750254,0.00505502766693627,0.00201394662409733,0.00718544515153413,-0.00245325066207228,0.0103927802253581,-0.028052553321472,0.191636271875953,-0.00726461642106519,-0.0211242943950412,0.0364886093196458,0.0388748424368725,0.00281715580614478,-0.0385900512339894,0.0273892817960948,0.0279414109614595,-0.00631086769646159,0.273169157200153,0.773925095114991,0.0183193011202268,0.016141324679532,0.0233962509729792,0.025391736113642,0.0252393481838912,0.113801245353447,0.115979221794142,0.108724295500695,0.106728810360032,0.106881198289783
"ES.15_21",59.22584,57.70936,11.0295836969241,11.2089116774281,-0.252181001120619,-0.29935887102636,-0.564182424836345,-0.504420128977689,500,500,11.1196091999638,0.136378893604007,1.01390128758872,1.11878903068133,1.07331647054496,0.918185351087293,0.943566591422169,1.23760023704371,0.979720158986771,1.27259124154523,0.637604083437062,1.01453272914421,1.06087305570721,1.0172240039914,0.956324248777073,0.793484807883012,0.817763412443077,1.0359413022674,1.11996548973528,1.08449335926792,1.0642852726278,1.13610547595211,1.02571382640292,0.883493114185444,0.0079247099099596,0.780608424912548,0.863936599947213,0.00875664164867601,0.0140367130445072,-0.017727638199037,0.00964641462690935,-0.0176133971003276,0.00913802082978601,0.0146883473582956,0.038425625195688,-0.0187494655022398,0.0432285356213559,0.783833368525598,0.701380078114955,-0.00482685941419192,0.0132216061108292,-0.00633303697989884,-0.000714568151668736,0.00116877086885213,0.0142273843882386,0.0108879958502328,0.0272447384559608,-0.0410472603878519,0.235582821731264,-0.12211194009627,0.805397842119013,0.694675089067033,-0.00348396725846908,0.0133215052473588,-0.00837533325352149,-0.00129591082754657,0.0031859958066137,0.0133929266205271,0.0117442576090941,0.0256509732341159,-0.0389270187118819,0.229187630507386,0.00278861583409437,-0.0402969535389416,-0.00589740542637611,0.0161611774201745,-0.0147122313368383,-0.000808086628682029,-0.167288389555759,0.806942268984891,0.693842196002484,-0.00285337745421566,0.0170121166197931,-0.00946426159557869,-0.00116755947875824,0.00466696622431574,0.0127036292119669,0.0101015117148732,0.0242378745007919,-0.0438868360699059,0.223702406088813,-0.00294265757492975,-0.0396859472755966,-0.00410829500116471,0.0163510855090744,-0.0176105254470901,-0.0165611741054733,0.00120447870247617,0.0369763148488198,0.0183901820519311,-0.188037197519699,0.80818079024271,0.000712678815185824,0.00388759486452964,-0.0109816755157787,-0.0150444486444994,-0.0169104142185421,0.135666214788821,0.132491298739477,0.147360569119786,0.151423342248506,0.153289307822549
"ES.15_22",59.3744,57.28244,10.5180117599652,11.0340977098693,-0.246008009193093,-0.391256314914396,-0.434823530851193,-0.352205683195233,500,500,10.7791438355212,0.19407478292536,1.01293926974566,1.06610259122157,0.84993997603242,0.882110226940145,0.981371087928459,1.4366811985262,0.922891118564215,1.40466508860973,2.37919162838153,1.00382529356625,1.03585496587703,1.01036435777677,1.18524280179363,0.974213248658969,0.928532237982516,1.20910461905606,1.05308943983666,1.10943319101658,1.11854385128022,1.08419992974061,1.09613693677885,0.867515182774831,0.80410239120753,0.758387123386751,0.851590033616185,0.000483252900813248,0.0227388928506946,0.00172735346869661,-0.00212087149239048,-0.0346960438193541,-0.0044467709256751,0.0077115261313135,0.0331841100301321,-0.0300223081026043,0.832693222880499,0.761582703876614,0.726746438990066,-0.0125583181141845,0.0219198454990587,0.0090324917650937,-0.00954766423271934,-0.0181625044107872,-0.00103221179331418,0.00660841123624231,0.027588098048749,-0.0383787956496097,0.177447288841084,0.838224301766496,0.774485132576696,0.720768716599145,-0.0125834770092181,0.0252808974972357,0.00878869040711277,-0.00847581741770559,-0.0135491186187376,-0.00307506941683268,0.00494686626313588,0.0266610379566783,-0.0521897602007474,0.167652743681096,0.0116016777182757,0.0159390363602797,-0.0155677754932238,0.00840566582002973,-0.0129051233275654,0.0476761531039607,0.783488649646883,0.776681750605692,0.712350977306857,-0.0144599171650685,0.0277054027705448,0.00981892019994873,-0.00754167982627137,-0.00747518869592108,-0.000331753329746742,0.0031841442064196,0.0219573123519792,-0.0571785541628367,0.16450209040216,0.00814246383454478,0.0166287585355579,-0.00997645864402877,0.0098467161518233,-0.018990682533375,0.0205195274820755,0.0488366572418629,0.00937405949836262,0.0294415059285462,0.721277809183376,0.779008976707527,0.0745979832422055,0.0772504046319964,0.0777635324805896,0.0726856104345696,0.0669142021100513,0.119476799683154,0.116824378293364,0.11631125044477,0.12138917249079,0.127160580815309
"ES.15_23",58.79164,56.98672,11.1119798191593,11.9040752541688,-0.293836162432543,-0.410430876179936,-0.663253096270365,-0.44985321249616,500,500,11.5148404929968,0.156747286347365,1.00906047142617,0.923048510219172,0.967321329368322,0.980181144340722,1.05980861244014,1.08397715821238,1.03878279568043,1.1830748338591,1.53911254271276,1.03436861182763,0.993574414828363,1.01030018744749,1.03923414940363,0.796260932033855,1.05229977643638,1.03715158550022,1.06968424742783,1.04019265608066,1.06922653377813,1.07140777767117,1.0837452862781,0.881315618797022,0.80312471124649,0.780949848782332,0.860721832359859,-0.00782603065998112,0.0519959490793166,0.00769264148505083,0.0285440875734916,-0.0323289868475715,0.00417461857101706,0.00114868084127274,-0.000354055253897405,0.00394645964127469,0.826215925289459,0.784336747326504,0.735399056026362,-0.0164761915163275,0.0535619569911676,0.0105318506084206,0.0206638980390844,-0.0181166463903056,0.00986749105338072,0.000611016672915298,-0.0080215288210137,-0.00485231960700436,0.172030091454437,0.748585171496557,0.795856059094936,0.724967552124687,-0.0211167154815712,0.0542144729869632,0.0123797671306249,0.0195256871059289,-0.0130418671615219,0.00945659366131689,-0.00282381885736276,-0.00986785596887483,-0.0115671324017959,0.164391918791692,-0.00773522763874326,0.0131212744828306,-0.0144543086648303,0.0301052691299657,0.00502455043967566,0.0189831632292197,0.774606231797415,0.797483101312934,0.722681004482401,-0.0214200536607225,0.0579326486174965,0.0132645905942766,0.0186455270924688,-0.0123751831695653,0.00893778649080077,-0.00506093623175613,-0.0154050991375499,-0.017517817263292,0.158012668256373,-0.0125764647574947,0.0128898818434931,-0.0114045847614937,0.0296705095566578,0.00443705477600412,-0.00470865700829025,0.0121690600034566,0.0465299151149508,0.00952457811805803,0.739822901641773,0.799507407399228,0.0697469245652985,0.0717522683698447,0.0650104681825023,0.0672702528765833,0.0642495136681855,0.0870003617820668,0.0849950179775206,0.0917368181648629,0.089477033470782,0.0924977726791797
"ES.15_24",58.93234,57.4861,10.8384119626514,10.9785996507105,-0.246952226368968,-0.414991898658944,-0.524864532522712,-0.371268194444621,500,500,10.9087310023377,0.132576373887126,1.01445365732012,0.915747549019634,1.12919896640121,0.979110962566842,0.71807629008789,1.05111167901864,0.893584112602291,0.824325032304574,1.21435574421199,1.07954652765126,0.966930822954728,1.01150174943547,0.806291647789302,1.12771970705636,1.04138413450047,0.98162364482367,1.0156820996741,1.02168165888762,1.0699455624071,1.20590204810052,0.983317610898008,0.877264758333053,-0.0168202100857212,0.769490897400211,0.853944203171349,-0.0166574275675427,0.029605575823204,-0.00509697308544985,0.0222047025755862,-0.0558312969973802,0.0107582719081639,0.0182491270248889,0.00148551298422913,-0.00595092141847903,-0.0351887219133119,0.774935294538707,0.718582743639442,-0.0269187142477363,0.0315061296456948,0.00294532994062216,0.0173217836549155,-0.0396457620661443,0.0121600867051278,0.0147165001487232,0.00196710392172727,-0.0198822734238828,0.186622944531735,-0.0476468287536651,0.788954337951093,0.709219476540374,-0.0344233811252409,0.0321025369083302,0.00144320768054076,0.0181425587849925,-0.0416655590668616,0.0107216215931506,0.0112854771508264,0.00129680256773144,-0.025647720517564,0.180825631356818,-0.00032012876881591,0.0064280770467992,0.00520794079158146,0.047110733155955,0.0312145292725707,1.86489937373588e-05,-0.0372944941873549,0.7918312009772,0.705505285280017,-0.0363941422498186,0.034115932101903,0.000957712116951674,0.0193916870112908,-0.0366530701610925,0.010828062387244,0.0116390879665272,-0.00083720522899857,-0.0289733192188768,0.175014604202326,-0.00249227565118907,0.00757768626136453,0.00812981535959717,0.0455876878142174,0.0308290044844716,-0.0254827294573361,0.0372627744207073,0.014888723787892,0.00859154286266302,-0.0870225269279925,0.793024188432474,-0.00154190346082571,-0.00322573926387691,-0.00436777006816419,-0.00341877475751881,-0.00797732815204117,0.134118277347952,0.135802113151003,0.136944143955291,0.135995148644645,0.140553702039167
"ES.15_25",59.33522,57.68448,10.8672325657859,11.6679559444421,-0.184520294904605,-0.413649428661116,-0.508386415463884,-0.14196954833184,500,500,11.274704864437,0.146410927811229,1.00837386947117,1.18427518427157,0.729498864013697,1.16754534892832,0.851190476234938,0.80407523553812,0.746638607653756,0.848553797972566,1.04623963068286,1.09848905136095,1.00194913474811,1.01280155445525,1.05219206680581,1.05797369159848,0.800907043293035,0.923628192877912,0.942373124819366,1.04588059563353,1.04331045154034,1.04259341101215,1.11346819705759,0.872536600130613,0.749365962042645,0.765068703154523,0.844595310306135,-0.00961041638407344,0.0253399507833472,-0.0128311844590626,0.00614727257765675,-0.0237221350177986,0.00572026675461116,0.033550501984662,0.0366368958620129,-0.011971413499611,0.684196881678559,0.770100508882779,0.738639796784448,-0.0183635043460097,0.0230280069232859,-0.00583086428995964,0.00169825128977261,-0.0122088493772944,0.0081427544642097,0.0321802985565193,0.0295894009045149,-0.018064094521122,0.149417148173276,0.603253657169125,0.779291187180053,0.728958760427098,-0.0322064029211075,0.0256791667681925,0.000182548684294456,0.000514175354293526,-0.00852563474832303,0.00664160183042802,0.0282763140039464,0.0248018097694058,-0.0253987401274729,0.145437052438203,-0.0223089501595969,0.0211422767831633,0.0219599722234472,0.0364511610350607,0.0284631601651507,0.0304434569796056,0.683186533059887,0.782802100914893,0.718808602017581,-0.0381706253669495,0.030118583724134,-0.000948112401255855,0.00244850625074076,-0.00310308670994135,0.00588962049644681,0.0234226321130204,0.020409302013306,-0.0338588653888712,0.139534444249536,-0.0239472393022146,0.0185370096092731,0.0290972633500363,0.0332781492799283,0.0268392959296503,-0.00463887823112435,0.0544822536672727,0.0272491031012553,0.0148518441955723,0.68148272664967,0.785970362860533,0.0664643528192311,0.0606842387366316,0.0535050508569783,0.060594626757354,0.0604435091511105,0.0799465749919974,0.085726689074597,0.0929058769542502,0.0858163010538745,0.0859674186601181
"ES.15_26",59.5796,57.60762,10.6274083320305,11.1047204813781,-0.173723668582472,-0.320484638803603,-0.639333871816229,-0.292388938319829,500,500,10.8686849440319,0.181436853690642,1.01392188468188,1.36764705855025,0.784482759148084,1.15353234048401,0.872924432411431,1.20744428615609,0.814647789789733,2.52519737572893,1.08765154045117,0.977762531139948,0.960896238677822,1.0134201536655,1.31645569190748,0.931257594497253,0.930453926923004,1.02255207427626,1.06225047996313,0.971554533927587,1.03074877239807,0.936345037572389,1.04174716372978,0.878971694607963,0.54644089997551,0.776495996135037,0.855395126249648,-0.0216932075865935,0.0335028608504777,-0.00625050152421818,0.0202572949577331,-0.0242202112352084,0.00617932708156972,0.0119697013241897,0.0124209586884386,0.0086855587164114,0.555406978263209,0.779476263209934,0.701781835812676,-0.041134597470784,0.0307651326081993,-0.007195415574215,0.0192817754076945,-0.0100518588835424,0.00424626910214352,0.00655241390125448,0.00830286422365465,-0.00740241119194856,0.212272054288813,0.517119065368693,0.796303098823659,0.700125429084967,-0.04573451093446,0.0281373699828068,-0.00295123066690418,0.0194291106086531,-0.0106800190957602,0.00254894573165705,0.00561558188076806,0.00635196244962549,-0.0105484252649729,0.210324299517731,-0.0257824335077816,0.0118659490753179,0.00653887809579087,0.0054561969162711,0.0111445110215262,0.0121461224378958,0.557815622649466,0.797227509732958,0.694138513654647,-0.0482086468979874,0.0318589912160037,-0.00319258316221902,0.0207323783730942,-0.00505752873483037,0.00295547557588993,0.00462971203503764,0.00340581106845488,-0.013900336768592,0.206040687539968,-0.0236377260491418,0.00949910583438709,0.00819290265575248,0.00250093946794679,0.0121840135403761,-0.0127797803621899,0.0334700076567116,0.026310449527692,-0.0023867230244957,0.571163028536411,0.798905452693447,0.0502766344584832,0.0511015804693271,0.0475788071907125,0.0513231937002433,0.0525512544965289,0.131160219232159,0.130335273221315,0.133858046499929,0.130113659990399,0.128885599194113
"ES.15_27",58.82674,58.05904,10.5783979968973,10.9047004572581,-0.190257715022738,-0.383744022645908,-0.366437634183308,-0.177546527278908,500,500,10.7427881912306,0.071461894839059,1.00663072719912,1.10987153482072,0.890768366522652,1.12152010605234,0.832962138189246,0.971581220870756,0.949687651454111,1.05552011149878,1.62211301031183,1.07086715908236,1.10235463073813,1.00781682741769,0.765423450629061,0.885976788511038,0.85602156072241,1.1488775815636,1.08654879049454,1.06404288216801,1.0715084561945,1.09944808468661,1.12836367404764,0.865626586115394,0.115855483139239,0.749665908176123,0.845522081884671,-0.0129265771953559,0.0325915276390681,0.00493635938792681,0.00539626887262468,-0.0133147800897595,0.00219798934614255,6.02100514296735e-05,0.0379978628167955,-0.00506274837499055,0.0976960381988196,0.752217227632094,0.710543897966695,-0.0275102049612311,0.0276649397574936,0.00939019562468825,-0.000535716532890628,0.000247698827150239,0.0119432020687383,-0.00107206393630252,0.0259207974875834,-0.01818611371437,0.194790644721359,0.0680911348061288,0.767531341862686,0.700243988452736,-0.0366675585127003,0.0289872918110273,0.0127551350084036,-0.00037515829564365,0.00701401971683133,0.00828382350758707,-0.00405813480837814,0.0242248811449152,-0.0334659364025007,0.181576164799298,-0.0103638322636933,0.0165879027660148,-0.0261175560278475,0.0222719341847551,0.0161924982897438,0.0424023948612811,0.032601439954521,0.770947121646171,0.696914326738562,-0.0377583825593755,0.031553206640694,0.0137618201059289,0.00130873942665191,0.0107179165534301,0.00794928775498428,-0.00555251204300402,0.0218644409297028,-0.037275180122944,0.176646135129456,-0.01088266604313,0.0165567206961871,-0.0233755750535555,0.0215877062206508,0.0144631940771724,0.0240928713910496,0.033155764592528,0.00736877077431344,0.0123821837476233,0.00370026807137552,0.771811039955852,0.0107844891919039,0.00909410447825543,0.00633831120878955,0.0030347279844104,0.000344442057825926,0.0606774056471551,0.0623677903608036,0.0651235836302695,0.0684271668546486,0.0711174527812331
